Symbol,Name,Sector,Industry
TWMC,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,Technology,Computer peripheral equipment
TRNS,"Transcat, Inc.",Capital Goods,Electrical Products
TGA,TransGlobe Energy Corporation,Energy,Oil & Gas Production
TA,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
TANNI,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket
TZOO,Travelzoo,Technology,EDP Services
TRMT,Tremont Mortgage Trust,n/a,n/a
TRVN,"Trevena, Inc.",Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,Finance,Major Banks
TRIL,Trillium Therapeutics Inc.,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,Capital Goods,Industrial Machinery/Components
TRIB,Trinity Biotech plc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIP,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing"
TSC,"TriState Capital Holdings, Inc.",Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",Finance,Major Banks
TRVG,trivago N.V.,Technology,EDP Services
TRNC,"tronc, Inc.",Consumer Services,Newspapers/Magazines
TROV,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,"TrueCar, Inc.",Technology,"Computer Software: Programming, Data Processing"
THST,"Truett-Hurst, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
TRUP,"Trupanion, Inc.",Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,Finance,Major Banks
TRMK,Trustmark Corporation,Finance,Major Banks
TSRI,"TSR, Inc.",Technology,EDP Services
TTMI,"TTM Technologies, Inc.",Technology,Electrical Products
TCX,Tucows Inc.,Technology,EDP Services
TUES,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,Consumer Services,Transportation Services
HEAR,Turtle Beach Corporation,Consumer Durables,Telecommunications Equipment
FOX,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services
FOXA,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services
TWIN,"Twin Disc, Incorporated",Technology,Industrial Machinery/Components
TRCB,Two River Bancorp,Finance,Major Banks
TYME,"Tyme Technologies, Inc.",Health Care,Major Pharmaceuticals
USCR,"U S Concrete, Inc.",Capital Goods,Building Materials
PRTS,"U.S. Auto Parts Network, Inc.",Consumer Services,Other Specialty Stores
USEG,U.S. Energy Corp.,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",Finance,Investment Managers
USAU,U.S. Gold Corp.,n/a,n/a
UBNT,"Ubiquiti Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
UFPT,"UFP Technologies, Inc.",Capital Goods,Containers/Packaging
ULTA,"Ulta Beauty, Inc.",Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductors
UPL,Ultra Petroleum Corp.,Energy,Oil & Gas Production
RARE,Ultragenyx Pharmaceutical Inc.,Health Care,Major Pharmaceuticals
ULBI,Ultralife Corporation,Miscellaneous,Industrial Machinery/Components
UMBF,UMB Financial Corporation,Finance,Major Banks
UMPQ,Umpqua Holdings Corporation,Finance,Savings Institutions
UNAM,Unico American Corporation,Finance,Property-Casualty Insurers
UBSH,Union Bankshares Corporation,Finance,Major Banks
UNB,"Union Bankshares, Inc.",Finance,Major Banks
QURE,uniQure N.V.,Health Care,Major Pharmaceuticals
UBCP,"United Bancorp, Inc.",Finance,Major Banks
UBOH,"United Bancshares, Inc.",Finance,Major Banks
UBSI,"United Bankshares, Inc.",Finance,Major Banks
UCBA,United Community Bancorp,Finance,Savings Institutions
UCBI,"United Community Banks, Inc.",Finance,Major Banks
UCFC,United Community Financial Corp.,Finance,Banks
UBNK,"United Financial Bancorp, Inc. ",Finance,Banks
UFCS,"United Fire Group, Inc",Finance,Property-Casualty Insurers
UIHC,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers
UNFI,"United Natural Foods, Inc.",Consumer Non-Durables,Food Distributors
UBFO,United Security Bancshares,Finance,Major Banks
USLM,"United States Lime & Minerals, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR,United Therapeutics Corporation,Health Care,Major Pharmaceuticals
UG,"United-Guardian, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
UNIT,Uniti Group Inc.,Consumer Services,Real Estate Investment Trusts
UNTY,"Unity Bancorp, Inc.",Finance,Major Banks
OLED,Universal Display Corporation,Capital Goods,Electrical Products
UEIC,Universal Electronics Inc.,Consumer Non-Durables,Consumer Electronics/Appliances
UFPI,"Universal Forest Products, Inc.",Basic Industries,Forest Products
ULH,"Universal Logistics Holdings, Inc.",Transportation,Trucking Freight/Courier Services
USAP,"Universal Stainless & Alloy Products, Inc.",Basic Industries,Steel/Iron Ore
UVSP,Univest Corporation of Pennsylvania,Finance,Major Banks
UPLD,"Upland Software, Inc.",Technology,Computer Software: Prepackaged Software
UONE,"Urban One, Inc. ",Consumer Services,Broadcasting
UONEK,"Urban One, Inc. ",Consumer Services,Broadcasting
URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
URGN,UroGen Pharma Ltd.,Health Care,Major Pharmaceuticals
ECOL,"US Ecology, Inc.",Public Utilities,Environmental Services
RNDV,US Equity Dividend Select ETF,n/a,n/a
USAT,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services
USATP,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services
USAK,"USA Truck, Inc.",Transportation,Trucking Freight/Courier Services
UTMD,"Utah Medical Products, Inc.",Health Care,Medical/Dental Instruments
UTSI,UTStarcom Holdings Corp,Consumer Durables,Telecommunications Equipment
VLRX,"Valeritas Holdings, Inc.",Health Care,Medical/Dental Instruments
VALX,Validea Market Legends ETF,n/a,n/a
VALU,"Value Line, Inc.",Finance,Investment Managers
VNDA,Vanda Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
BBH,VanEck Vectors Biotech ETF,n/a,n/a
GNRX,VanEck Vectors Generic Drugs ETF,n/a,n/a
PPH,VanEck Vectors Pharmaceutical ETF,n/a,n/a
VWOB,Vanguard Emerging Markets Government Bond ETF,n/a,n/a
VNQI,Vanguard Global ex-U.S. Real Estate ETF,n/a,n/a
VGIT,Vanguard Intermediate -Term Government Bond ETF,n/a,n/a
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,n/a,n/a
VIGI,Vanguard International Dividend Appreciation ETF,n/a,n/a
VYMI,Vanguard International High Dividend Yield ETF,n/a,n/a
VCLT,Vanguard Long-Term Corporate Bond ETF,n/a,n/a
VGLT,Vanguard Long-Term Government Bond ETF,n/a,n/a
VMBS,Vanguard Mortgage-Backed Securities ETF,n/a,n/a
VONE,Vanguard Russell 1000 ETF,n/a,n/a
VONG,Vanguard Russell 1000 Growth ETF,n/a,n/a
VONV,Vanguard Russell 1000 Value ETF,n/a,n/a
VTWO,Vanguard Russell 2000 ETF,n/a,n/a
VTWG,Vanguard Russell 2000 Growth ETF,n/a,n/a
VTWV,Vanguard Russell 2000 Value ETF,n/a,n/a
VTHR,Vanguard Russell 3000 ETF,n/a,n/a
VCSH,Vanguard Short-Term Corporate Bond ETF,n/a,n/a
VGSH,Vanguard Short-Term Government ETF,n/a,n/a
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,n/a,n/a
VTC,Vanguard Total Corporate Bond ETF,n/a,n/a
BNDX,Vanguard Total International Bond ETF,n/a,n/a
VXUS,Vanguard Total International Stock ETF,n/a,n/a
VEAC,Vantage Energy Acquisition Corp.,Finance,Business Services
VEACU,Vantage Energy Acquisition Corp.,Finance,Business Services
VEACW,Vantage Energy Acquisition Corp.,Finance,Business Services
VREX,Varex Imaging Corporation,Capital Goods,Industrial Machinery/Components
VRNS,"Varonis Systems, Inc.",Technology,Computer Software: Prepackaged Software
VDSI,"VASCO Data Security International, Inc.",Technology,EDP Services
VBLT,Vascular Biogenics Ltd.,Health Care,Major Pharmaceuticals
VBIV,"VBI Vaccines, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VECO,Veeco Instruments Inc.,Technology,Industrial Machinery/Components
DGLD,VelocityShares 3x Inverse Gold ETN,Finance,Investment Bankers/Brokers/Service
DSLV,VelocityShares 3x Inverse Silver ETN,Finance,Investment Bankers/Brokers/Service
UGLD,VelocityShares 3x Long Gold ETN,Finance,Investment Bankers/Brokers/Service
USLV,VelocityShares 3x Long Silver ETN,Finance,Investment Bankers/Brokers/Service
TVIZ,VelocityShares Daily 2x VIX Medium-Term ETN,Finance,Investment Bankers/Brokers/Service
TVIX,VelocityShares Daily 2x VIX Short-Term ETN,Finance,Investment Bankers/Brokers/Service
ZIV,VelocityShares Daily Inverse VIX Medium-Term ETN,Finance,Investment Bankers/Brokers/Service
XIV,VelocityShares Daily Inverse VIX Short-Term ETN,Finance,Investment Bankers/Brokers/Service
VIIZ,VelocityShares VIX Medium-Term ETN,Finance,Investment Bankers/Brokers/Service
VIIX,VelocityShares VIX Short-Term ETN,Finance,Investment Bankers/Brokers/Service
VEON,VEON Ltd.,Public Utilities,Telecommunications Equipment
VRA,"Vera Bradley, Inc.",Consumer Non-Durables,Apparel
VCYT,"Veracyte, Inc.",Health Care,Medical Specialities
VSTM,"Verastem, Inc.",Health Care,Major Pharmaceuticals
VCEL,Vericel Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VRNT,Verint Systems Inc.,Technology,EDP Services
VRSN,"VeriSign, Inc.",Technology,EDP Services
VRSK,"Verisk Analytics, Inc.",Technology,EDP Services
VBTX,"Veritex Holdings, Inc.",Finance,Major Banks
VERI,"Veritone, Inc.",Technology,EDP Services
VRML,"Vermillion, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRNA,Verona Pharma plc,Health Care,Major Pharmaceuticals
VSAR,"Versartis, Inc.",Health Care,Major Pharmaceuticals
VTNR,"Vertex Energy, Inc",Energy,Integrated oil Companies
VRTX,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
VERU,Veru Inc.,Basic Industries,Specialty Chemicals
VIA,Viacom Inc.,Consumer Services,Television Services
VIAB,Viacom Inc.,Consumer Services,Television Services
VSAT,"ViaSat, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
VIAV,Viavi Solutions Inc.,Technology,Semiconductors
VICL,Vical Incorporated,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VICR,Vicor Corporation,Capital Goods,Industrial Machinery/Components
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,n/a,n/a
VSDA,VictoryShares Dividend Accelerator ETF,n/a,n/a
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,n/a,n/a
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,n/a,n/a
CID,VictoryShares International High Div Volatility Wtd ETF,n/a,n/a
CIL,VictoryShares International Volatility Wtd ETF,n/a,n/a
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,n/a,n/a
CFA,VictoryShares US 500 Volatility Wtd ETF,n/a,n/a
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,n/a,n/a
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,n/a,n/a
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,n/a,n/a
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,n/a,n/a
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,n/a,n/a
CSA,VictoryShares US Small Cap Volatility Wtd ETF,n/a,n/a
VBND,Vident Core U.S. Bond Strategy Fund,n/a,n/a
VUSE,Vident Core US Equity ETF,n/a,n/a
VIDI,Vident International Equity Fund,n/a,n/a
VDTH,Videocon d2h Limited,Consumer Services,Television Services
VRAY,"ViewRay, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VKTX,"Viking Therapeutics, Inc.",Health Care,Major Pharmaceuticals
VKTXW,"Viking Therapeutics, Inc.",Health Care,Major Pharmaceuticals
VBFC,Village Bank and Trust Financial Corp.,Finance,Major Banks
VLGEA,"Village Super Market, Inc.",Consumer Services,Food Chains
VNOM,Viper Energy Partners LP,Energy,Oil & Gas Production
VIRC,Virco Manufacturing Corporation,Consumer Durables,Industrial Specialties
VIRT,"Virtu Financial, Inc.",Finance,Investment Bankers/Brokers/Service
VRTS,"Virtus Investment Partners, Inc.",Finance,Investment Managers
VRTSP,"Virtus Investment Partners, Inc.",Finance,Investment Managers
BBC,Virtus LifeSci Biotech Clinical Trials ETF,n/a,n/a
BBP,Virtus LifeSci Biotech Products ETF,n/a,n/a
VRTU,Virtusa Corporation,Technology,EDP Services
VTGN,"VistaGen Therapeutics, Inc.",Health Care,Major Pharmaceuticals
VTL,"Vital Therapies, Inc.",Health Care,Major Pharmaceuticals
VIVE,"Viveve Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VVPR,VivoPower International PLC,Public Utilities,Power Generation
VVUS,"VIVUS, Inc.",Health Care,Major Pharmaceuticals
VOD,Vodafone Group Plc,Public Utilities,Telecommunications Equipment
VOXX,VOXX International Corporation,Consumer Non-Durables,Electronic Components
VYGR,"Voyager Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VSEC,VSE Corporation,Consumer Services,Military/Government/Technical
VTVT,vTv Therapeutics Inc.,Health Care,Major Pharmaceuticals
VUZI,Vuzix Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
VWR,VWR Corporation,Consumer Durables,Diversified Electronic Products
WBA,"Walgreens Boots Alliance, Inc.",Health Care,Medical/Nursing Services
WAFD,"Washington Federal, Inc.",Finance,Major Banks
WAFDW,"Washington Federal, Inc.",Finance,Major Banks
WASH,"Washington Trust Bancorp, Inc.",Finance,Major Banks
WFBI,WashingtonFirst Bankshares Inc,Finance,Major Banks
WSBF,"Waterstone Financial, Inc.",Finance,Savings Institutions
WVE,WAVE Life Sciences Ltd.,Health Care,Major Pharmaceuticals
WSTG,"Wayside Technology Group, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
WCFB,"WCF Bancorp, Inc.",Finance,Major Banks
WDFC,WD-40 Company,Basic Industries,Major Chemicals
FLAG,WeatherStorm Forensic Accounting Long Short ETF,n/a,n/a
WEB,"Web.com Group, Inc.",Technology,Computer Software: Prepackaged Software
WB,Weibo Corporation,Technology,"Computer Software: Programming, Data Processing"
WEBK,"Wellesley Bancorp, Inc.",Finance,Banks
WEN,Wendy&#39;s Company (The),Consumer Services,Restaurants
WERN,"Werner Enterprises, Inc.",Transportation,Trucking Freight/Courier Services
WSBC,"WesBanco, Inc.",Finance,Major Banks
WTBA,West Bancorporation,Finance,Major Banks
WABC,Westamerica Bancorporation,Finance,Major Banks
WSTL,"Westell Technologies, Inc.",Public Utilities,Telecommunications Equipment
WDC,Western Digital Corporation,Technology,Electronic Components
WNEB,"Western New England Bancorp, Inc.",Finance,Savings Institutions
WLB,Westmoreland Coal Company,Energy,Coal Mining
WPRT,Westport Fuel Systems Inc,Energy,Industrial Machinery/Components
WWR,"Westwater Resources, Inc.",Basic Industries,Precious Metals
WEYS,"Weyco Group, Inc.",Consumer Non-Durables,Apparel
WHLR,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHF,"WhiteHorse Finance, Inc.",n/a,n/a
WHFBL,"WhiteHorse Finance, Inc.",n/a,n/a
WHLM,"Wilhelmina International, Inc.",Consumer Services,Professional Services
WVVI,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
WVVIP,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
WLDN,"Willdan Group, Inc.",Consumer Services,Military/Government/Technical
WLFC,Willis Lease Finance Corporation,Consumer Durables,Industrial Specialties
WLTW,Willis Towers Watson Public Limited Company,Finance,Specialty Insurers
WIN,"Windstream Holdings, Inc.",Public Utilities,Telecommunications Equipment
WING,Wingstop Inc.,Consumer Services,Restaurants
WINA,Winmark Corporation,Consumer Services,Other Specialty Stores
WINS,Wins Finance Holdings Inc.,Finance,Finance: Consumer Services
WTFC,Wintrust Financial Corporation,Finance,Major Banks
WTFCM,Wintrust Financial Corporation,Finance,Major Banks
WTFCW,Wintrust Financial Corporation,Finance,Major Banks
AGZD,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,n/a,n/a
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,n/a,n/a
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,n/a,n/a
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,n/a,n/a
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,n/a,n/a
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,n/a,n/a
DXGE,WisdomTree Germany Hedged Equity Fund,n/a,n/a
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,n/a,n/a
WETF,"WisdomTree Investments, Inc.",Finance,Investment Bankers/Brokers/Service
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,n/a,n/a
GULF,WisdomTree Middle East Dividend Fund,n/a,n/a
HYND,WisdomTree Negative Duration High Yield Bond Fund,n/a,n/a
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,n/a,n/a
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,n/a,n/a
DXPS,WisdomTree United Kingdom Hedged Equity Fund,n/a,n/a
WIX,Wix.com Ltd.,Technology,"Computer Software: Programming, Data Processing"
WMIH,WMIH Corp.,Finance,Finance: Consumer Services
WWD,"Woodward, Inc.",Energy,Industrial Machinery/Components
WDAY,"Workday, Inc.",Technology,EDP Services
WKHS,"Workhorse Group, Inc.",Capital Goods,Auto Manufacturing
WRLD,World Acceptance Corporation,Finance,Finance: Consumer Services
WPCS,WPCS International Incorporated,Consumer Services,Telecommunications Equipment
WPPGY,WPP plc,Technology,Advertising
